Price,Year of built,Size(m2),Floor,HeatingType,N_elevators,N_FacilitiesNearBy(Park),N_SchoolNearBy(Total)
128318,1997,59.82955776,5,individual_heating,4,1,7
128318,1985,54.53408448,10,individual_heating,2,1,4
128938,1993,84.91337856,5,individual_heating,20,0,17
129203,1986,84.91337856,2,central_heating,27,1,6
129203,1993,84.91337856,12,individual_heating,20,0,17
129203,1997,84.91337856,10,individual_heating,4,1,7
129203,1992,53.51215104,13,individual_heating,10,1,17
129203,1985,54.53408448,6,individual_heating,2,1,4
129203,1992,59.4579456,10,individual_heating,10,1,17
129646,1993,84.91337856,14,individual_heating,20,0,17
129646,1992,59.82955776,19,individual_heating,8,0,14
130088,1993,84.91337856,11,individual_heating,20,0,17
130088,1993,84.91337856,12,individual_heating,20,0,17
130088,1993,84.91337856,13,individual_heating,20,0,17
130088,2005,53.14053888,16,individual_heating,0,0,15
130088,2005,53.14053888,20,individual_heating,0,0,15
130088,1978,83.89144512,2,individual_heating,4,0,11
130088,1992,59.82955776,5,individual_heating,8,0,14
130088,1992,59.82955776,11,individual_heating,8,0,14
130088,1992,53.51215104,8,individual_heating,10,1,17
130973,1986,84.91337856,1,central_heating,27,1,6
130973,1986,84.91337856,5,central_heating,27,1,6
130973,1993,84.91337856,22,individual_heating,20,0,17
130973,1993,84.91337856,8,individual_heating,20,0,17
130973,1993,84.91337856,10,individual_heating,20,0,17
130973,2005,69.02695872,6,individual_heating,0,0,15
130973,2005,53.14053888,12,individual_heating,0,0,15
130973,2005,53.14053888,17,individual_heating,0,0,15
130973,2005,53.14053888,20,individual_heating,0,0,15
130973,1993,59.82955776,14,individual_heating,20,0,17
130973,1993,59.82955776,5,individual_heating,20,0,17
130973,1992,59.82955776,5,individual_heating,8,0,14
130973,1992,59.82955776,10,individual_heating,8,0,14
130973,1992,53.51215104,3,individual_heating,10,1,17
130973,1992,59.4579456,11,individual_heating,10,1,17
131415,2005,69.02695872,3,individual_heating,0,0,15
131415,1993,84.91337856,15,individual_heating,20,0,17
131415,2005,53.14053888,12,individual_heating,0,0,15
131415,1993,59.82955776,21,individual_heating,20,0,17
131415,1985,54.53408448,8,individual_heating,2,1,4
131858,1993,84.91337856,21,individual_heating,20,0,17
131858,1993,84.91337856,5,individual_heating,20,0,17
131858,1992,134.5236019,1,individual_heating,8,0,14
131858,2005,53.14053888,21,individual_heating,0,0,15
131858,1992,84.91337856,1,individual_heating,8,0,14
131858,1993,59.82955776,1,individual_heating,20,0,17
131858,1992,59.82955776,18,individual_heating,8,0,14
131858,1978,72.37146816,11,individual_heating,4,0,11
131858,1992,53.51215104,9,individual_heating,10,1,17
131858,1992,59.4579456,6,individual_heating,10,1,17
132300,2005,69.02695872,23,individual_heating,0,0,15
132300,1993,84.91337856,15,individual_heating,20,0,17
132300,1993,84.91337856,24,individual_heating,20,0,17
132300,1978,72.37146816,1,individual_heating,4,0,11
132743,1993,84.91337856,16,individual_heating,20,0,17
132743,1986,84.91337856,7,central_heating,27,1,6
132743,1993,134.802311,15,individual_heating,20,0,17
132743,1986,121.9816915,1,central_heating,27,1,6
132743,1993,84.91337856,24,individual_heating,20,0,17
132743,2006,59.08633344,6,individual_heating,0,0,9
132743,1993,84.91337856,6,individual_heating,20,0,17
132743,1993,84.91337856,16,individual_heating,20,0,17
132743,1993,84.91337856,5,individual_heating,20,0,17
132743,1993,84.91337856,1,individual_heating,20,0,17
132743,1986,84.91337856,12,central_heating,27,1,6
132743,2006,59.08633344,14,individual_heating,0,0,9
132743,1993,59.82955776,18,individual_heating,20,0,17
132743,1992,84.91337856,4,individual_heating,8,0,14
132743,1978,83.89144512,10,individual_heating,4,0,11
132743,1993,59.82955776,4,individual_heating,20,0,17
132743,1997,59.82955776,11,individual_heating,4,1,7
132743,1992,134.5236019,4,individual_heating,8,0,14
132743,1992,53.51215104,4,individual_heating,10,1,17
132743,1992,59.4579456,6,individual_heating,10,1,17
132743,1992,59.4579456,7,individual_heating,10,1,17
133628,1986,84.91337856,6,central_heating,27,1,6
133628,1993,84.91337856,14,individual_heating,20,0,17
133628,1993,84.91337856,9,individual_heating,20,0,17
133628,1993,84.91337856,18,individual_heating,20,0,17
134513,1993,84.91337856,16,individual_heating,20,0,17
134513,1993,84.91337856,11,individual_heating,20,0,17
134513,1993,84.91337856,13,individual_heating,20,0,17
134513,1993,59.82955776,16,individual_heating,20,0,17
134513,1993,59.82955776,13,individual_heating,20,0,17
134513,1992,134.5236019,11,individual_heating,8,0,14
134513,1992,59.82955776,6,individual_heating,8,0,14
134513,1992,59.82955776,9,individual_heating,8,0,14
134513,1997,59.82955776,6,individual_heating,4,1,7
134513,1985,54.53408448,6,individual_heating,2,1,4
135398,1993,84.91337856,10,individual_heating,20,0,17
135398,2005,69.02695872,7,individual_heating,0,0,15
135398,2005,69.02695872,7,individual_heating,0,0,15
135398,1993,84.91337856,14,individual_heating,20,0,17
135398,1993,84.91337856,6,individual_heating,20,0,17
135398,1993,84.91337856,15,individual_heating,20,0,17
135398,1993,84.91337856,19,individual_heating,20,0,17
135398,1993,84.91337856,1,individual_heating,20,0,17
135398,1993,59.82955776,13,individual_heating,20,0,17
135840,2005,69.02695872,4,individual_heating,0,0,15
136283,1986,84.91337856,12,central_heating,27,1,6
136283,1992,84.91337856,10,individual_heating,8,0,14
136283,1997,59.82955776,13,individual_heating,4,1,7
136725,2005,69.02695872,1,individual_heating,0,0,15
137168,1993,84.91337856,21,individual_heating,20,0,17
137168,1993,84.91337856,23,individual_heating,20,0,17
137168,1993,84.91337856,10,individual_heating,20,0,17
137168,2005,69.02695872,20,individual_heating,0,0,15
137168,2005,69.02695872,19,individual_heating,0,0,15
137168,2005,84.91337856,4,individual_heating,0,0,15
137168,2005,84.91337856,21,individual_heating,0,0,15
137168,1992,134.5236019,14,individual_heating,8,0,14
137168,2005,69.02695872,8,individual_heating,0,0,15
137168,1992,134.5236019,2,individual_heating,8,0,14
137168,1992,134.5236019,3,individual_heating,8,0,14
137168,1993,84.91337856,15,individual_heating,20,0,17
137168,2005,53.14053888,7,individual_heating,0,0,15
137168,1992,134.5236019,1,individual_heating,8,0,14
137168,1993,59.82955776,8,individual_heating,20,0,17
137168,1993,59.82955776,10,individual_heating,20,0,17
137168,1992,59.82955776,1,individual_heating,8,0,14
137168,1992,59.82955776,1,individual_heating,8,0,14
137513,2013,59.82955776,1,individual_heating,14,1,11
137610,1978,83.89144512,1,individual_heating,4,0,11
138053,1993,84.91337856,9,individual_heating,20,0,17
138053,2005,69.02695872,13,individual_heating,0,0,15
138053,1986,84.91337856,10,central_heating,27,1,6
138053,1992,53.51215104,13,individual_heating,10,1,17
138053,1997,51.83989632,2,individual_heating,4,1,7
138495,1993,84.91337856,16,individual_heating,20,0,17
138495,2005,53.14053888,16,individual_heating,0,0,15
138495,1992,84.91337856,2,individual_heating,8,0,14
138938,2005,69.02695872,15,individual_heating,0,0,15
138938,1993,59.82955776,17,individual_heating,20,0,17
138938,1992,59.82955776,11,individual_heating,8,0,14
138938,1992,59.82955776,2,individual_heating,8,0,14
138938,1992,59.4579456,6,individual_heating,10,1,17
139823,2005,69.02695872,22,individual_heating,0,0,15
139823,2006,59.08633344,11,individual_heating,0,0,9
139823,2005,69.02695872,1,individual_heating,0,0,15
139823,1992,84.91337856,13,individual_heating,8,0,14
139823,1978,83.89144512,2,individual_heating,4,0,11
139823,1992,59.82955776,11,individual_heating,8,0,14
139823,2005,53.14053888,21,individual_heating,0,0,15
140265,2005,69.02695872,12,individual_heating,0,0,15
140265,1992,59.4579456,3,individual_heating,10,1,17
140380,2013,59.82955776,1,individual_heating,14,1,11
140380,2013,59.82955776,1,individual_heating,14,1,11
140380,2013,59.82955776,1,individual_heating,14,1,11
140380,2013,59.82955776,1,individual_heating,14,1,11
140380,2013,59.82955776,2,individual_heating,14,1,11
140380,2013,59.82955776,1,individual_heating,14,1,11
140380,2013,59.82955776,2,individual_heating,14,1,11
140380,2013,59.82955776,1,individual_heating,14,1,11
140380,2013,59.82955776,1,individual_heating,14,1,11
140380,2013,59.82955776,2,individual_heating,14,1,11
140707,1992,134.5236019,14,individual_heating,8,0,14
140707,2005,69.02695872,2,individual_heating,0,0,15
140707,1978,83.89144512,9,individual_heating,4,0,11
140707,1992,59.82955776,7,individual_heating,10,1,17
141150,2005,53.14053888,1,individual_heating,0,0,15
141150,1992,59.4579456,15,individual_heating,10,1,17
141592,2006,75.62307456,3,individual_heating,0,0,9
141592,1992,134.5236019,11,individual_heating,8,0,14
141592,2005,69.02695872,9,individual_heating,0,0,15
141592,1978,83.89144512,8,individual_heating,4,0,11
141592,2005,69.02695872,14,individual_heating,0,0,15
141592,1986,84.91337856,2,central_heating,27,1,6
141592,2005,69.02695872,11,individual_heating,0,0,15
141592,1986,84.91337856,7,central_heating,27,1,6
141592,2005,69.02695872,10,individual_heating,0,0,15
141592,1986,84.91337856,8,central_heating,27,1,6
141592,1986,84.91337856,2,central_heating,27,1,6
141592,1986,127.9274861,2,central_heating,27,1,6
141592,2009,84.5417664,12,individual_heating,5,1,5
141592,2006,79.61790528,4,individual_heating,11,0,11
141592,2005,69.02695872,6,individual_heating,0,0,15
141592,2006,75.99468672,17,individual_heating,11,0,7
141592,1986,121.9816915,2,central_heating,27,1,6
141592,2005,69.02695872,1,individual_heating,0,0,15
141592,2005,69.02695872,19,individual_heating,0,0,15
141592,1993,134.802311,18,individual_heating,20,0,17
141592,2005,69.02695872,20,individual_heating,0,0,15
141592,2005,69.02695872,13,individual_heating,0,0,15
141592,2005,69.02695872,11,individual_heating,0,0,15
141592,1986,84.91337856,7,central_heating,27,1,6
141592,2006,84.5417664,5,individual_heating,0,0,9
141592,1993,84.91337856,9,individual_heating,20,0,17
141592,1993,84.91337856,15,individual_heating,20,0,17
141592,2005,53.14053888,20,individual_heating,0,0,15
141592,2006,59.08633344,4,individual_heating,0,0,9
141592,1978,72.37146816,2,individual_heating,4,0,11
141592,1993,59.82955776,7,individual_heating,20,0,17
141592,1992,53.51215104,14,individual_heating,10,1,17
141592,1992,84.91337856,3,individual_heating,8,0,14
141884,2013,59.82955776,4,individual_heating,14,1,11
141884,2013,59.82955776,3,individual_heating,14,1,11
141884,2013,59.82955776,3,individual_heating,14,1,11
141884,2013,59.82955776,4,individual_heating,14,1,11
141884,2013,59.82955776,3,individual_heating,14,1,11
142035,2005,69.02695872,21,individual_heating,0,0,15
142035,2005,69.02695872,12,individual_heating,0,0,15
142477,2005,69.02695872,9,individual_heating,0,0,15
142477,2005,69.02695872,15,individual_heating,0,0,15
142477,2005,69.02695872,16,individual_heating,0,0,15
142477,2005,53.14053888,5,individual_heating,0,0,15
142592,2009,84.5417664,1,individual_heating,5,1,5
142920,2006,75.62307456,17,individual_heating,0,0,9
142920,2005,69.02695872,12,individual_heating,0,0,15
142920,2005,69.02695872,19,individual_heating,0,0,15
143212,2009,84.5417664,3,individual_heating,5,1,5
143238,2013,59.82955776,2,individual_heating,14,1,11
143238,2013,59.82955776,2,individual_heating,14,1,11
143238,2013,59.82955776,2,individual_heating,14,1,11
143238,2013,59.82955776,2,individual_heating,14,1,11
143238,2013,59.82955776,2,individual_heating,14,1,11
143238,2013,59.82955776,2,individual_heating,14,1,11
143238,2013,59.82955776,2,individual_heating,14,1,11
143362,1986,84.91337856,2,central_heating,27,1,6
143362,2005,69.02695872,12,individual_heating,0,0,15
143362,2005,69.02695872,9,individual_heating,0,0,15
143362,2005,69.02695872,15,individual_heating,0,0,15
143362,1993,84.91337856,7,individual_heating,20,0,17
143362,1993,84.91337856,25,individual_heating,20,0,17
143362,1993,84.91337856,20,individual_heating,20,0,17
143362,1986,84.91337856,9,central_heating,27,1,6
143362,2005,53.14053888,9,individual_heating,0,0,15
143362,1992,84.91337856,8,individual_heating,8,0,14
143362,1993,59.82955776,1,individual_heating,20,0,17
143362,1993,59.82955776,5,individual_heating,20,0,17
143362,1993,59.82955776,12,individual_heating,20,0,17
143362,2005,53.14053888,1,individual_heating,0,0,15
143362,1997,51.83989632,11,individual_heating,4,1,7
143389,2013,59.82955776,4,individual_heating,14,1,11
143389,2013,59.82955776,6,individual_heating,14,1,11
143389,2013,59.82955776,6,individual_heating,14,1,11
143389,2013,59.82955776,4,individual_heating,14,1,11
143389,2013,59.82955776,5,individual_heating,14,1,11
143805,2005,69.02695872,15,individual_heating,0,0,15
143805,2006,59.08633344,18,individual_heating,0,0,9
143805,2005,69.02695872,5,individual_heating,0,0,15
143805,2006,59.08633344,3,individual_heating,0,0,9
143805,1993,84.91337856,9,individual_heating,20,0,17
144115,2009,84.5417664,2,individual_heating,5,1,5
144247,2005,69.02695872,7,individual_heating,0,0,15
144247,2005,84.91337856,22,individual_heating,0,0,15
144247,1986,84.91337856,7,central_heating,27,1,6
144247,1986,84.91337856,7,central_heating,27,1,6
144247,1993,84.91337856,4,individual_heating,20,0,17
144247,1993,59.82955776,2,individual_heating,20,0,17
144690,1986,84.91337856,5,central_heating,27,1,6
144752,2013,59.82955776,8,individual_heating,14,1,11
144752,2013,59.82955776,4,individual_heating,14,1,11
144752,2013,59.82955776,5,individual_heating,14,1,11
144752,2013,59.82955776,6,individual_heating,14,1,11
144752,2013,59.82955776,5,individual_heating,14,1,11
144752,2013,59.82955776,9,individual_heating,14,1,11
144752,2013,59.82955776,4,individual_heating,14,1,11
144752,2013,59.82955776,3,individual_heating,14,1,11
144752,2013,59.82955776,3,individual_heating,14,1,11
144752,2013,59.82955776,3,individual_heating,14,1,11
144752,2013,59.82955776,4,individual_heating,14,1,11
144752,2013,59.82955776,3,individual_heating,14,1,11
144752,2013,59.82955776,8,individual_heating,14,1,11
144752,2013,59.82955776,3,individual_heating,14,1,11
144752,2013,59.82955776,4,individual_heating,14,1,11
144752,2013,59.82955776,6,individual_heating,14,1,11
144752,2013,59.82955776,7,individual_heating,14,1,11
145132,2005,69.02695872,11,individual_heating,0,0,15
145132,2005,69.02695872,17,individual_heating,0,0,15
145132,2005,69.02695872,9,individual_heating,0,0,15
145132,1986,84.91337856,12,central_heating,27,1,6
145132,2005,53.14053888,9,individual_heating,0,0,15
145132,1993,59.82955776,6,individual_heating,20,0,17
145132,2005,53.14053888,7,individual_heating,0,0,15
145486,2005,69.02695872,20,individual_heating,0,0,15
145575,2005,69.02695872,11,individual_heating,0,0,15
145628,2009,84.5417664,3,individual_heating,5,1,5
146017,1993,84.91337856,10,individual_heating,20,0,17
146017,1993,134.802311,6,individual_heating,20,0,17
146017,2005,84.91337856,18,individual_heating,0,0,15
146017,2006,84.5417664,12,individual_heating,0,0,9
146017,1986,105.0733382,1,central_heating,27,1,6
146017,1986,105.0733382,3,central_heating,27,1,6
146017,2005,69.02695872,16,individual_heating,0,0,15
146017,1993,84.91337856,17,individual_heating,20,0,17
146017,1993,84.91337856,2,individual_heating,20,0,17
146017,2006,59.08633344,5,individual_heating,0,0,9
146017,1993,59.82955776,20,individual_heating,20,0,17
146017,1993,59.82955776,4,individual_heating,20,0,17
146017,1993,59.82955776,15,individual_heating,20,0,17
146017,1992,59.4579456,15,individual_heating,10,1,17
146017,1997,59.82955776,4,individual_heating,4,1,7
146256,2013,59.82955776,15,individual_heating,14,1,11
146256,2013,59.82955776,7,individual_heating,14,1,11
146256,2013,59.82955776,8,individual_heating,14,1,11
146256,2013,59.82955776,13,individual_heating,14,1,11
146256,2013,59.82955776,16,individual_heating,14,1,11
146256,2013,59.82955776,7,individual_heating,14,1,11
146256,2013,59.82955776,6,individual_heating,14,1,11
146256,2013,59.82955776,6,individual_heating,14,1,11
146256,2013,59.82955776,5,individual_heating,14,1,11
146256,2013,59.82955776,11,individual_heating,14,1,11
146256,2013,59.82955776,13,individual_heating,14,1,11
146256,2013,59.82955776,6,individual_heating,14,1,11
146256,2013,59.82955776,5,individual_heating,14,1,11
146256,2013,59.82955776,6,individual_heating,14,1,11
146256,2013,59.82955776,8,individual_heating,14,1,11
146256,2013,59.82955776,16,individual_heating,14,1,11
146256,2013,59.82955776,11,individual_heating,14,1,11
146256,2013,59.82955776,10,individual_heating,14,1,11
146256,2013,59.82955776,19,individual_heating,14,1,11
146256,2013,59.82955776,5,individual_heating,14,1,11
146256,2013,59.82955776,9,individual_heating,14,1,11
146256,2013,59.82955776,5,individual_heating,14,1,11
146256,2013,59.82955776,10,individual_heating,14,1,11
146256,2013,59.82955776,9,individual_heating,14,1,11
146256,2013,59.82955776,4,individual_heating,14,1,11
146256,2013,59.82955776,5,individual_heating,14,1,11
146256,2013,59.82955776,12,individual_heating,14,1,11
146256,2013,59.82955776,17,individual_heating,14,1,11
146256,2013,59.82955776,20,individual_heating,14,1,11
146256,2013,59.82955776,4,individual_heating,14,1,11
146256,2013,59.82955776,6,individual_heating,14,1,11
146460,2005,69.02695872,6,individual_heating,0,0,15
146460,2005,69.02695872,10,individual_heating,0,0,15
146460,2005,69.02695872,17,individual_heating,0,0,15
146902,1986,84.91337856,7,central_heating,27,1,6
146902,2005,69.02695872,17,individual_heating,0,0,15
146902,1993,84.91337856,4,individual_heating,20,0,17
147141,2009,84.5417664,5,individual_heating,5,1,5
147761,2013,59.82955776,9,individual_heating,14,1,11
147761,2013,59.82955776,7,individual_heating,14,1,11
147761,2013,59.82955776,14,individual_heating,14,1,11
147761,2013,59.82955776,7,individual_heating,14,1,11
147761,2013,59.82955776,9,individual_heating,14,1,11
147761,2013,59.82955776,5,individual_heating,14,1,11
147761,2013,59.82955776,11,individual_heating,14,1,11
147761,2013,59.82955776,8,individual_heating,14,1,11
147761,2013,59.82955776,12,individual_heating,14,1,11
147761,2013,59.82955776,11,individual_heating,14,1,11
147761,2013,59.82955776,6,individual_heating,14,1,11
147761,2013,59.82955776,6,individual_heating,14,1,11
147761,2013,59.82955776,5,individual_heating,14,1,11
147761,2013,59.82955776,6,individual_heating,14,1,11
147761,2013,59.82955776,8,individual_heating,14,1,11
147761,2013,59.82955776,20,individual_heating,14,1,11
147761,2013,59.82955776,15,individual_heating,14,1,11
147761,2013,59.82955776,15,individual_heating,14,1,11
147761,2013,59.82955776,16,individual_heating,14,1,11
147761,2013,59.82955776,13,individual_heating,14,1,11
147761,2013,59.82955776,7,individual_heating,14,1,11
147761,2013,59.82955776,5,individual_heating,14,1,11
147761,2013,59.82955776,14,individual_heating,14,1,11
147761,2013,59.82955776,5,individual_heating,14,1,11
147761,2013,59.82955776,10,individual_heating,14,1,11
147761,2013,59.82955776,19,individual_heating,14,1,11
147761,2013,59.82955776,18,individual_heating,14,1,11
147761,2013,59.82955776,12,individual_heating,14,1,11
147761,2013,59.82955776,9,individual_heating,14,1,11
147761,2013,59.82955776,13,individual_heating,14,1,11
147761,2013,59.82955776,9,individual_heating,14,1,11
147761,2013,59.82955776,7,individual_heating,14,1,11
147761,2013,59.82955776,7,individual_heating,14,1,11
147761,2013,59.82955776,19,individual_heating,14,1,11
147761,2013,59.82955776,7,individual_heating,14,1,11
147787,2005,69.02695872,8,individual_heating,0,0,15
147787,1986,84.91337856,1,central_heating,27,1,6
147787,2005,84.91337856,3,individual_heating,0,0,15
147787,2005,69.02695872,19,individual_heating,0,0,15
147787,2005,69.02695872,10,individual_heating,0,0,15
147787,1986,84.91337856,12,central_heating,27,1,6
147787,2005,53.14053888,9,individual_heating,0,0,15
147787,1993,59.82955776,11,individual_heating,20,0,17
147787,1993,59.82955776,6,individual_heating,20,0,17
148230,2005,69.02695872,16,individual_heating,0,0,15
148230,2005,69.02695872,16,individual_heating,0,0,15
148230,2005,53.14053888,17,individual_heating,0,0,15
148672,1986,127.9274861,1,central_heating,27,1,6
148672,1986,121.9816915,4,central_heating,27,1,6
148672,1986,105.0733382,3,central_heating,27,1,6
148672,2005,69.02695872,14,individual_heating,0,0,15
148672,1993,84.91337856,18,individual_heating,20,0,17
148672,1993,59.82955776,17,individual_heating,20,0,17
148672,1993,59.82955776,17,individual_heating,20,0,17
148672,1993,59.82955776,3,individual_heating,20,0,17
148672,1997,59.82955776,7,individual_heating,4,1,7
148707,2009,84.5417664,20,individual_heating,5,1,5
149115,1993,59.82955776,13,individual_heating,20,0,17
149274,2013,59.82955776,18,individual_heating,14,1,11
149274,2013,59.82955776,13,individual_heating,14,1,11
149274,2013,59.82955776,18,individual_heating,14,1,11
149274,2013,59.82955776,8,individual_heating,14,1,11
149274,2013,59.82955776,16,individual_heating,14,1,11
149274,2013,59.82955776,14,individual_heating,14,1,11
149274,2013,59.82955776,11,individual_heating,14,1,11
149274,2013,59.82955776,19,individual_heating,14,1,11
149274,2013,59.82955776,8,individual_heating,14,1,11
149274,2013,59.82955776,19,individual_heating,14,1,11
149274,2013,59.82955776,16,individual_heating,14,1,11
149274,2013,59.82955776,11,individual_heating,14,1,11
149274,2013,59.82955776,20,individual_heating,14,1,11
149274,2013,59.82955776,17,individual_heating,14,1,11
149274,2013,59.82955776,7,individual_heating,14,1,11
149274,2013,59.82955776,15,individual_heating,14,1,11
149274,2013,59.82955776,9,individual_heating,14,1,11
149274,2013,59.82955776,12,individual_heating,14,1,11
149274,2013,59.82955776,13,individual_heating,14,1,11
149274,2013,59.82955776,14,individual_heating,14,1,11
149274,2013,59.82955776,17,individual_heating,14,1,11
149274,2013,59.82955776,10,individual_heating,14,1,11
149274,2013,59.82955776,13,individual_heating,14,1,11
149274,2013,59.82955776,14,individual_heating,14,1,11
149274,2013,59.82955776,9,individual_heating,14,1,11
149274,2013,59.82955776,7,individual_heating,14,1,11
149274,2013,59.82955776,20,individual_heating,14,1,11
149274,2013,59.82955776,18,individual_heating,14,1,11
149274,2013,59.82955776,16,individual_heating,14,1,11
149274,2013,59.82955776,12,individual_heating,14,1,11
149274,2013,59.82955776,12,individual_heating,14,1,11
149274,2013,59.82955776,12,individual_heating,14,1,11
149274,2013,59.82955776,12,individual_heating,14,1,11
149274,2013,59.82955776,16,individual_heating,14,1,11
149274,2013,59.82955776,14,individual_heating,14,1,11
149274,2013,59.82955776,15,individual_heating,14,1,11
149274,2013,59.82955776,15,individual_heating,14,1,11
149274,2013,59.82955776,13,individual_heating,14,1,11
149274,2013,59.82955776,17,individual_heating,14,1,11
149274,2013,59.82955776,20,individual_heating,14,1,11
149274,2013,59.82955776,8,individual_heating,14,1,11
149274,2013,59.82955776,17,individual_heating,14,1,11
149274,2013,59.82955776,10,individual_heating,14,1,11
149274,2013,59.82955776,19,individual_heating,14,1,11
149274,2013,59.82955776,13,individual_heating,14,1,11
149274,2013,59.82955776,14,individual_heating,14,1,11
149274,2013,59.82955776,20,individual_heating,14,1,11
149274,2013,59.82955776,15,individual_heating,14,1,11
149274,2013,59.82955776,10,individual_heating,14,1,11
149274,2013,59.82955776,7,individual_heating,14,1,11
149274,2013,59.82955776,19,individual_heating,14,1,11
149274,2013,59.82955776,16,individual_heating,14,1,11
149274,2013,59.82955776,11,individual_heating,14,1,11
149274,2013,59.82955776,20,individual_heating,14,1,11
149274,2013,59.82955776,12,individual_heating,14,1,11
149274,2013,59.82955776,9,individual_heating,14,1,11
149274,2013,59.82955776,11,individual_heating,14,1,11
149274,2013,59.82955776,16,individual_heating,14,1,11
149274,2013,59.82955776,17,individual_heating,14,1,11
149274,2013,59.82955776,10,individual_heating,14,1,11
149274,2013,59.82955776,10,individual_heating,14,1,11
149292,1986,84.91337856,7,central_heating,27,1,6
149557,2005,84.91337856,15,individual_heating,0,0,15
149557,1986,121.9816915,10,central_heating,27,1,6
149557,1986,105.0733382,7,central_heating,27,1,6
149557,2005,69.02695872,20,individual_heating,0,0,15
149557,2006,59.08633344,9,individual_heating,0,0,9
149557,2005,53.14053888,17,individual_heating,0,0,15
149557,1992,84.91337856,10,individual_heating,8,0,14
149557,1993,59.82955776,9,individual_heating,20,0,17
149557,1993,59.82955776,4,individual_heating,20,0,17
149557,1993,59.82955776,13,individual_heating,20,0,17
149619,2009,84.5417664,4,individual_heating,5,1,5
149619,2009,84.5417664,4,individual_heating,5,1,5
149619,2009,84.5417664,3,individual_heating,5,1,5
150000,1992,84.91337856,17,individual_heating,8,0,14
150442,1986,105.0733382,3,central_heating,27,1,6
150442,1986,105.0733382,1,central_heating,27,1,6
150442,1986,105.0733382,11,central_heating,27,1,6
150442,2005,84.91337856,23,individual_heating,0,0,15
150442,1986,105.0733382,8,central_heating,27,1,6
150442,2006,75.34436544,1,individual_heating,0,0,9
150442,1993,134.802311,8,individual_heating,20,0,17
150442,2005,84.91337856,9,individual_heating,0,0,15
150442,2006,75.99468672,7,individual_heating,11,0,7
150442,1993,84.91337856,16,individual_heating,20,0,17
150442,2006,75.62307456,2,individual_heating,0,0,9
150442,2006,79.61790528,15,individual_heating,11,0,11
150442,1986,84.91337856,5,central_heating,27,1,6
150442,1986,84.91337856,7,central_heating,27,1,6
150442,1993,84.91337856,11,individual_heating,20,0,17
150442,1993,59.82955776,10,individual_heating,20,0,17
150442,2005,69.02695872,1,individual_heating,0,0,15
150442,1993,59.82955776,18,individual_heating,20,0,17
150442,2005,53.14053888,2,individual_heating,0,0,15
150442,1992,59.82955776,7,individual_heating,8,0,14
150442,1986,84.5417664,10,individual_heating,2,1,13
150442,1978,83.89144512,11,individual_heating,4,0,11
150778,2013,59.82955776,20,individual_heating,14,1,11
150778,2013,59.82955776,20,individual_heating,14,1,11
150778,2013,59.82955776,20,individual_heating,14,1,11
150778,2013,59.82955776,12,individual_heating,14,1,11
150778,2013,59.82955776,13,individual_heating,14,1,11
150778,2013,59.82955776,19,individual_heating,14,1,11
150778,2013,59.82955776,15,individual_heating,14,1,11
150778,2013,59.82955776,10,individual_heating,14,1,11
150778,2013,59.82955776,13,individual_heating,14,1,11
150778,2013,59.82955776,12,individual_heating,14,1,11
150778,2013,59.82955776,13,individual_heating,14,1,11
150778,2013,59.82955776,11,individual_heating,14,1,11
150778,2013,59.82955776,16,individual_heating,14,1,11
150778,2013,59.82955776,17,individual_heating,14,1,11
150778,2013,59.82955776,11,individual_heating,14,1,11
150778,2013,59.82955776,15,individual_heating,14,1,11
150778,2013,59.82955776,18,individual_heating,14,1,11
150778,2013,59.82955776,16,individual_heating,14,1,11
150778,2013,59.82955776,11,individual_heating,14,1,11
150778,2013,59.82955776,18,individual_heating,14,1,11
150778,2013,59.82955776,16,individual_heating,14,1,11
150778,2013,59.82955776,18,individual_heating,14,1,11
150778,2013,59.82955776,13,individual_heating,14,1,11
150778,2013,59.82955776,12,individual_heating,14,1,11
150778,2013,59.82955776,11,individual_heating,14,1,11
150778,2013,59.82955776,17,individual_heating,14,1,11
150778,2013,59.82955776,17,individual_heating,14,1,11
150778,2013,59.82955776,14,individual_heating,14,1,11
150778,2013,59.82955776,14,individual_heating,14,1,11
150778,2013,59.82955776,20,individual_heating,14,1,11
150778,2013,59.82955776,10,individual_heating,14,1,11
150778,2013,59.82955776,15,individual_heating,14,1,11
151327,2005,69.02695872,10,individual_heating,0,0,15
151327,1986,105.0733382,3,central_heating,27,1,6
151327,2006,75.99468672,4,individual_heating,11,0,7
151327,1986,105.0733382,1,central_heating,27,1,6
151327,2005,53.14053888,2,individual_heating,0,0,15
151327,1992,59.82955776,10,individual_heating,8,0,14
151769,1986,84.91337856,11,central_heating,27,1,6
151769,1993,59.82955776,10,individual_heating,20,0,17
152212,2005,84.91337856,22,individual_heating,0,0,15
152212,1986,121.9816915,11,central_heating,27,1,6
152212,1986,84.91337856,5,central_heating,27,1,6
152212,1993,59.82955776,12,individual_heating,20,0,17
152212,1993,59.82955776,20,individual_heating,20,0,17
152212,1993,59.82955776,4,individual_heating,20,0,17
152654,2006,83.89144512,2,individual_heating,11,0,11
152654,2005,69.02695872,12,individual_heating,0,0,15
152654,1992,59.82955776,16,individual_heating,8,0,14
153097,2005,84.91337856,2,individual_heating,0,0,15
153097,2006,83.89144512,7,individual_heating,11,0,11
